user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration,date_day,wait_duration,tariff_plan,date_start,call_type,direction_label,duration_minutes,wait_seconds
166377,2019-09-11 00:00:00+03:00,out,False,880028,True,6,0,144,2019-09-11,144,B,2019-08-01,External,Outgoing,0.0,144
166377,2019-09-11 00:00:00+03:00,out,False,880026,True,5,0,86,2019-09-11,86,B,2019-08-01,External,Outgoing,0.0,86
166377,2019-09-12 00:00:00+03:00,in,False,880028,False,1,69,73,2019-09-12,4,B,2019-08-01,External,Incoming,1.15,4
166377,2019-09-12 00:00:00+03:00,out,False,880028,True,10,0,297,2019-09-12,297,B,2019-08-01,External,Outgoing,0.0,297
166377,2019-09-12 00:00:00+03:00,out,False,880028,False,16,1030,1161,2019-09-12,131,B,2019-08-01,External,Outgoing,17.166666666666668,131
166377,2019-09-12 00:00:00+03:00,in,False,880020,False,1,45,49,2019-09-12,4,B,2019-08-01,External,Incoming,0.75,4
166377,2019-09-12 00:00:00+03:00,out,False,880022,True,6,0,232,2019-09-12,232,B,2019-08-01,External,Outgoing,0.0,232
166377,2019-09-12 00:00:00+03:00,out,False,880026,False,25,2311,2403,2019-09-12,92,B,2019-08-01,External,Outgoing,38.516666666666666,92
166377,2019-09-12 00:00:00+03:00,out,False,880026,True,3,0,118,2019-09-12,118,B,2019-08-01,External,Outgoing,0.0,118
166377,2019-09-12 00:00:00+03:00,out,False,880022,False,1,147,150,2019-09-12,3,B,2019-08-01,External,Outgoing,2.45,3
166377,2019-09-13 00:00:00+03:00,out,False,880026,False,25,1906,2034,2019-09-13,128,B,2019-08-01,External,Outgoing,31.766666666666666,128
166377,2019-09-13 00:00:00+03:00,out,False,880028,True,3,0,63,2019-09-13,63,B,2019-08-01,External,Outgoing,0.0,63
166377,2019-09-13 00:00:00+03:00,out,False,880022,True,3,0,116,2019-09-13,116,B,2019-08-01,External,Outgoing,0.0,116
166377,2019-09-13 00:00:00+03:00,out,False,880028,False,26,2569,2861,2019-09-13,292,B,2019-08-01,External,Outgoing,42.81666666666667,292
166377,2019-09-13 00:00:00+03:00,out,False,880022,False,1,71,74,2019-09-13,3,B,2019-08-01,External,Outgoing,1.1833333333333333,3
166377,2019-09-13 00:00:00+03:00,in,False,880020,False,1,39,43,2019-09-13,4,B,2019-08-01,External,Incoming,0.65,4
166377,2019-09-13 00:00:00+03:00,out,False,880026,True,11,0,138,2019-09-13,138,B,2019-08-01,External,Outgoing,0.0,138
166377,2019-09-16 00:00:00+03:00,out,False,880026,True,7,0,99,2019-09-16,99,B,2019-08-01,External,Outgoing,0.0,99
166377,2019-09-16 00:00:00+03:00,out,False,880028,True,15,0,229,2019-09-16,229,B,2019-08-01,External,Outgoing,0.0,229
166377,2019-09-16 00:00:00+03:00,out,False,880026,False,31,2587,2797,2019-09-16,210,B,2019-08-01,External,Outgoing,43.11666666666667,210
166377,2019-09-16 00:00:00+03:00,in,False,880026,False,1,28,34,2019-09-16,6,B,2019-08-01,External,Incoming,0.4666666666666667,6
166377,2019-09-16 00:00:00+03:00,out,False,880028,False,22,3047,3224,2019-09-16,177,B,2019-08-01,External,Outgoing,50.78333333333333,177
166377,2019-09-17 00:00:00+03:00,out,False,880022,False,1,126,128,2019-09-17,2,B,2019-08-01,External,Outgoing,2.1,2
166377,2019-09-17 00:00:00+03:00,in,False,880028,False,1,247,250,2019-09-17,3,B,2019-08-01,External,Incoming,4.116666666666666,3
166377,2019-09-17 00:00:00+03:00,out,False,880028,True,23,0,651,2019-09-17,651,B,2019-08-01,External,Outgoing,0.0,651
166377,2019-09-17 00:00:00+03:00,out,False,880026,False,16,790,946,2019-09-17,156,B,2019-08-01,External,Outgoing,13.166666666666666,156
