operator_id,incoming_calls,missed_calls,wait_seconds,missed_rate,avg_wait_sec,outgoing_calls,tariff_plan,high_missed_rate,high_wait,low_outbound,incoming_risk
909452,0.0,0.0,0.0,0.0,0.0,8.0,C,False,False,True,False
909502,0.0,0.0,0.0,0.0,0.0,786.0,C,False,False,False,False
909624,3.0,0.0,101.0,0.0,33.666666666666664,0.0,B,False,True,True,False
909768,14.0,0.0,588.0,0.0,42.0,0.0,C,False,True,True,False
909892,4.0,0.0,42.0,0.0,10.5,4.0,C,False,False,True,False
909894,1.0,0.0,13.0,0.0,13.0,0.0,C,False,False,True,False
909896,1.0,0.0,9.0,0.0,9.0,0.0,C,False,False,True,False
909910,0.0,0.0,0.0,0.0,0.0,318.0,C,False,False,False,False
910018,123.0,0.0,2912.0,0.0,23.67479674796748,0.0,C,False,True,True,False
910038,2.0,0.0,30.0,0.0,15.0,0.0,B,False,False,True,False
910044,19.0,0.0,282.0,0.0,14.842105263157896,0.0,B,False,False,True,False
910224,11.0,0.0,153.0,0.0,13.909090909090908,0.0,C,False,False,True,False
910226,8.0,0.0,132.0,0.0,16.5,0.0,B,False,False,True,False
